57,13
61,19
62,22
60,23
53,17
50,17
36,16
33,9
30,11
50,15
37,11
44,12
38,9
44,12
25,11
30,13
27,13
47,16
40,15
41,9
50,23
35,15
38,19
31,12
38,12
40,20
18,10
45,17
28,13
27,11
39,11
30,13
33,14
33,11
30,17
36,11
27,15
40,17
35,11
31,13
35,10
27,14
30,11
35,12
28,12
33,11
22,13
2,9
27,16
50,18
47,15
25,15
15,17
21,14
40,8
37,10
34,7
45,15
27,13
40,10
50,11
43,8
0,0
40,13
24,10
33,11
48,15
40,11
6,1
24,16
26,9
35,18
31,9
33,16
0,0
44,16
33,12
10,5
18,10
8,7
0,0
25,8
28,10
26,11
0,0
35,12
43,14
53,17
54,18
50,18
18,17
35,15
36,11
28,14
36,10
40,7
44,10
33,11
0,0
43,14
46,10
38,16
28,8
33,10
35,8
0,0
7,10
36,15
6,11
5,12
8,0
30,14
0,0
5,15
0,0
0,0
40,2
5,9
62,18
28,12
5,7
24,13
33,17
36,14
