37,13
50,22
62,24
48,22
50,17
55,17
35,12
34,12
25,13
48,12
32,12
30,13
15,13
28,12
15,15
18,11
27,11
18,18
45,14
32,14
47,20
27,15
22,11
27,14
34,12
26,12
27,5
24,12
25,12
24,10
29,13
27,7
35,15
30,12
24,12
22,8
20,11
35,12
15,7
18,11
8,7
15,5
18,11
27,12
21,12
20,8
20,8
5,12
21,12
40,15
38,13
15,7
8,8
17,7
20,8
23,11
14,8
0,0
18,7
26,7
37,12
27,10
0,0
26,7
23,13
18,11
35,12
27,12
13,8
21,13
22,11
24,11
16,12
18,11
0,0
42,13
19,14
5,5
22,12
5,5
0,0
18,10
20,13
13,10
0,0
24,12
25,10
55,20
45,12
45,15
5,15
24,11
26,13
15,10
18,15
24,12
25,13
15,11
0,0
36,17
30,14
25,12
20,8
15,8
29,12
0,0
5,11
24,15
7,8
5,10
5,8
26,12
0,0
13,11
0,0
0,0
27,11
5,8
35,19
21,12
5,5
17,8
12,13
11,8
